word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"仮借","かしゃく","","N1","n|vs","tha thứ | khoan dung | vay mượn | giả tá (cách dùng chữ Hán)","pardon | extenuation | borrowing | phonetic loan","","0","jmdict","1187500","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"河川","かせん","","N1","n","sông ngòi | sông suối | các con sông","rivers","","0","jmdict","1193520","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"苛斂","かれん","","N1","n","vơ vét hà khắc | bóc lột thuế nặng | sưu cao thuế nặng","oppressive exaction (of taxes)","","0","jmdict","1195230","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"苛烈","かれつ","","N1","adj-na|n","khốc liệt | gay gắt | dữ dội | nghiệt ngã","severe | fierce | stern","","0","jmdict","1195220","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"我意","がい","","N1","n","ý riêng | tự ý | bướng bỉnh | cố chấp","self-will | obstinacy","","0","jmdict","1196790","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"雅趣","がしゅ","","N1","n","nhã thú | vẻ tao nhã | nét thanh lịch | thi vị","elegance | refined taste","","0","jmdict","1197920","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"餓死","がし","","N1","n|vs|vi","chết đói | bỏ mạng vì đói | đói lả mà chết","starvation | starving to death","","0","jmdict","1587980","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"過褒","かほう","","N1","n","khen quá lời | tán dương thái quá | quá khen","excessive praise | overpraise","","0","jmdict","1196450","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"雅量","がりょう","","N1","n","độ lượng | bao dung | khoan dung | lượng cả","magnanimity | generosity | tolerance","","0","jmdict","1197970","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"苛政","かせい","","N1","n","chính sự hà khắc | bạo chính | cai trị tàn bạo","tyranny | despotism","","0","jmdict","1195180","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
