word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"中背","ちゅうぜい","","N3","n","TODO_VI","average height","","0","jmdict","1425320","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"仲介","ちゅうかい","","N3","n|vs|vt","TODO_VI","agency | intermediation","","0","jmdict","1425750","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"仲人","なこうど","","N3","n","TODO_VI","matchmaker | go-between | intermediary | middleman | mediator | intercessor","","0","jmdict","1425960","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"仲立ち","なかだち","","N3","n|vs|vi","TODO_VI","mediation | agency | agent | mediator | middleman | go-between","","0","jmdict","1426070","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"宙返り","ちゅうがえり","","N3","n|vs|vi","TODO_VI","somersault | looping-the-loop","","0","jmdict","1426110","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"足取り","あしとり","","N3","n","TODO_VI","downing an opponent by grabbing his leg","","0","jmdict","1708890","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"家系","いえけい","","N3","n","TODO_VI","ramen variety with pork bone and soy sauce broth","","0","jmdict","2867035","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"既に","すんでに","","N3","adv","TODO_VI","almost | nearly","","0","jmdict","2860958","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"大手","おおで","","N3","n","TODO_VI","full length of one's arm (from shoulder to fingertip)","","0","jmdict","2703560","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"対面","トイメン","","N3","n","TODO_VI","opposite player | opposite side | (person) directly opposite","","0","jmdict","2752960","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"大分","おおいた","","N3","n","TODO_VI","Ōita (city, prefecture)","","0","jmdict","2845086","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
