word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"反面","はんめん","","N3","conj|n","mặt khác | trái lại | đồng thời | mặt trái","while | on the other hand | reverse | other side","","0","jmdict","1481000","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"他方","たほう","","N3","n|conj","phía bên kia | mặt khác | một bên","the other | one way | on the other hand","","0","jmdict","1407370","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"逆に","ぎゃくに","","N3","adv","ngược lại | trái lại","conversely | on the contrary","","0","jmdict","1226980","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"それにしても","それにしても","","N3","exp","dù vậy | dẫu sao | dù sao đi nữa","nevertheless | even so | be that as it may","","0","jmdict","2008730","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"同じく","おなじく","","N3","adv|conj","tương tự | giống như | cũng vậy","in the same way | likewise | similarly","","0","jmdict","1451760","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"且つ","かつ","","N3","conj|adv","và | hơn nữa | đồng thời | vừa...vừa","and | moreover | as well as | at the same time","","0","jmdict","1208840","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"要は","ようは","","N3","adv","tóm lại | điều quan trọng là | nói gọn","in short | the point is | basically","","0","jmdict","1914670","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"所詮","しょせん","","N3","adv","rốt cuộc | suy cho cùng | dù sao","after all | in the end | (not) at all","","0","jmdict","1343300","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"畢竟","ひっきょう","","N3","adv|n","rốt cuộc | tóm lại | cuối cùng","after all | in the end | in short","","0","jmdict","1487760","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"況して","まして","","N3","exp|adv","huống chi | nói gì đến | huống hồ","still more | to say nothing of | still less","","0","jmdict","1237470","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"仮に","かりに","","N3","adv","giả sử | cho dù | tạm thời","supposing | even if | temporarily | provisionally","","0","jmdict","1187300","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"万一","まんいち","","N3","n|adv","vạn nhất | lỡ may | trường hợp xấu nhất","(unlikely event of) emergency | by some chance | in the unlikely event","","0","jmdict","1525780","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"仮にも","かりにも","","N3","adv","dù chỉ | dù thế nào | ít nhất là","(not even) for a moment | at any rate | at the very least","","0","jmdict","1187310","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"言わば","いわば","","N3","adv","có thể nói là | nói cách khác","so to speak | as it were","","0","jmdict","1264380","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"所謂","いわゆる","","N3","adj-pn","cái gọi là | được gọi là","what is called | so-called","","0","jmdict","1343150","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"換言","かんげん","","N3","n|vs|vt|vi","nói cách khác | diễn đạt lại","saying in other words | putting another way","","0","jmdict","1747530","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"逆説的","ぎゃくせつてき","","N3","adj-na","nghịch lý | mang tính nghịch lý","paradoxical","","0","jmdict","1693620","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"比較的","ひかくてき","","N3","adv","tương đối | khá","comparatively | relatively","","0","jmdict","1483600","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"根本的","こんぽんてき","","N3","adj-na","căn bản | cơ bản | tận gốc","fundamental | basic","","0","jmdict","1290290","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"本質的","ほんしつてき","","N3","adj-na","mang tính bản chất | cốt lõi | thực chất","essential | substantial | intrinsic","","0","jmdict","1822900","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"表面的","ひょうめんてき","","N3","adj-na","bề ngoài | hời hợt | hình thức","superficial | apparent | surface | cosmetic","","0","jmdict","1489920","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"部分的","ぶぶんてき","","N3","adj-na","cục bộ | từng phần","partial","","0","jmdict","1499510","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"全面的","ぜんめんてき","","N3","adj-na","toàn diện | toàn bộ | tổng lực","total | complete | all-out | full-scale","","0","jmdict","1396300","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"全般的","ぜんぱんてき","","N3","adj-na","toàn thể | chung | bao quát","general | overall | across-the-board","","0","jmdict","1396080","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"総合的","そうごうてき","","N3","adj-na","tổng hợp | toàn diện | tổng thể","comprehensive | all-round | overall | combined","","0","jmdict","1401570","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"段階的","だんかいてき","","N3","adj-na","theo từng bước | dần dần | theo giai đoạn","incremental | step-by-step | gradual","","0","jmdict","2846385","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"飛躍的","ひやくてき","","N3","adj-na","vượt bậc | nhanh chóng | đột phá","tremendous | rapid | dramatic","","0","jmdict","1485570","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"画一的","かくいつてき","","N3","adj-na","đồng nhất | rập khuôn | tiêu chuẩn hóa","uniform | standard","","0","jmdict","1197100","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"意図的","いとてき","","N3","adj-na","có chủ ý | cố ý | có chủ đích","intentional | on purpose","","0","jmdict","1156700","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"作為的","さくいてき","","N3","adj-na","cố tình | dàn dựng | giả tạo","intentional | deliberate | contrived | artificial","","0","jmdict","1798340","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"強制的","きょうせいてき","","N3","adj-na","mang tính cưỡng chế | bắt buộc","forced | compulsory","","0","jmdict","1236390","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"自発的","じはつてき","","N3","adj-na","tự giác | tự nguyện","spontaneous | voluntary","","0","jmdict","1318560","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"主観的","しゅかんてき","","N3","adj-na","chủ quan","subjective","","0","jmdict","1325210","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
