word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"釈放","しゃくほう","","N4","n|vs|vt","TODO_VI","release | liberation | acquittal","","0","jmdict","1324260","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"犯人","はんにん","","N4","n","TODO_VI","offender | criminal | culprit","","0","jmdict","1481630","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"昆布","こんぶ","","N4","n","TODO_VI","kombu (usu. Saccharina japonica) | konbu | kelp | any edible species from the family Laminariaceae","","0","jmdict","1579150","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"上映","じょうえい","","N4","n|vs|vt","TODO_VI","screening (a movie) | showing","","0","jmdict","1352650","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"声優","せいゆう","","N4","n","TODO_VI","voice actor or actress (radio, animation, etc.)","","0","jmdict","1380570","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"浪費","ろうひ","","N4","n|vs|vt|adj-no","TODO_VI","waste | extravagance","","0","jmdict","1560800","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"漫画家","まんがか","","N4","n","TODO_VI","cartoonist | comic book artist | manga artist | manga author | mangaka","","0","jmdict","1811920","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"脚本","きゃくほん","","N4","n","TODO_VI","script | screenplay | scenario","","0","jmdict","1226880","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"逮捕","たいほ","","N4","n|vs|vt","TODO_VI","arrest | apprehension | capture","","0","jmdict","1411470","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"酢","す","","N4","n","TODO_VI","vinegar","","0","jmdict","1370270","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"鰹節","かつおぶし","","N4","n","TODO_VI","katsuobushi | pieces of sliced dried bonito","","0","jmdict","1208860","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"麹","こうじ","","N4","n","TODO_VI","kōji | malted rice | malt | malt-like material from growing mold on rice, barley, beans, etc. (used as a starter to make sake, miso, soy sauce, etc.)","","0","jmdict","1285730","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
