word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"失態","しったい","","N3","n","sai lầm | lỗi lầm | thất bại xấu hổ","blunder | fault | error | mistake | failure | disgrace","","0","jmdict","1594430","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"渋々","しぶしぶ","","N3","adv|adv-to","miễn cưỡng | không tự nguyện","reluctantly | unwillingly","","0","jmdict","1594500","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"収集","しゅうしゅう","","N3","n|vs|vt","sưu tập | thu thập | tập hợp | thu gom rác","collecting | accumulating | gathering | collection (of art, stamps, insects, etc.) | garbage collection | waste collection","","0","jmdict","1594720","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"執着","しゅうちゃく","","N3","n|vs|vi","sự gắn bó | cố chấp | ám ảnh | cưỡng cầu","attachment | adhesion | insistence | tenacity | fixation | obsession | clinging (e.g. to old customs)","","0","jmdict","1594740","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"習得","しゅうとく","","N3","n|vs|vt","học hỏi | tiếp thu | đạt được kỹ năng","learning | acquisition (of a skill, knowledge, etc.)","","0","jmdict","1594750","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"出版社","しゅっぱんしゃ","","N3","n","nhà xuất bản | công ty xuất bản","publisher | publishing house | publishing company","","0","jmdict","1594870","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"賞賛","しょうさん","","N3","n|vs|vt","khen ngợi | tán dương | tán thưởng | ngưỡng mộ","praise | admiration | commendation | approbation | applause","","0","jmdict","1594920","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"少量","しょうりょう","","N3","n|adj-no|adj-na","lượng nhỏ | số lượng ít | tí chút","small quantity | small amount | narrowmindedness","","0","jmdict","1595030","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"知り合い","しりあい","","N3","n","người quen | người quen biết","acquaintance","","0","jmdict","1595070","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"侵攻","しんこう","","N3","n|vs|vt|vi","xâm lược | tấn công xâm chiếm","invasion","","0","jmdict","1595140","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"侵略","しんりゃく","","N3","n|vs|vt|vi","xâm lược | cướp bóc | gây hấn","invasion (e.g. of a country) | raid | aggression","","0","jmdict","1595200","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"事態","じたい","","N3","n","tình hình | tình trạng | hoàn cảnh","situation | (present) state of affairs | circumstances","","0","jmdict","1595240","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"実情","じつじょう","","N3","n","tình trạng thực tế | hoàn cảnh thực tế","real condition | actual circumstances | actual state of affairs","","0","jmdict","1595260","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"従順","じゅうじゅん","","N3","adj-na|n","ngoan ngoãn | phục tùng | dễ bảo | hiền lành","obedient | submissive | docile | meek | pliant","","0","jmdict","1595350","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"絨毯","じゅうたん","","N3","n","thảm | thảm trải sàn","carpet | rug | runner","","0","jmdict","1595370","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"純朴","じゅんぼく","","N3","adj-na","chất phác | đơn giản và thật thà | ngây thơ","simple and honest | unsophisticated | simpleminded | naive | unspoiled","","0","jmdict","1595430","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
