word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"遺志","いし","","N1","n","di nguyện | ý nguyện người đã khuất | tâm nguyện cuối","wishes of a deceased person | dying wish","","0","jmdict","1159290","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"遺業","いぎょう","","N1","n","sự nghiệp dang dở (người đã mất) | di nghiệp | công trạng để lại","work left uncompleted at death | one's life work","","0","jmdict","1159100","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"威光","いこう","","N1","n","uy quyền | quyền uy | thanh thế | uy lực","power | authority | influence","","0","jmdict","1156280","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"委細","いさい","","N1","n|adv","chi tiết | cặn kẽ | tường tận | mọi việc","details | particulars | every last detail","","0","jmdict","1156140","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"逸品","いっぴん","","N1","n","tuyệt phẩm | hàng hiếm | kiệt tác | của quý","excellent article | masterpiece | gem","","0","jmdict","1167760","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"遺漏","いろう","","N1","n|vs","sơ sót | bỏ sót | thiếu sót","omission","","0","jmdict","1159670","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"迂遠","うえん","","N1","adj-na","vòng vo | quanh co | không thực tế | viển vông","roundabout | circuitous | impractical","","0","jmdict","1171850","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"有頂天","うちょうてん","","N1","n|adj-na","ngất ngây | sung sướng tột đỉnh | mừng như mở cờ","ecstasy | rapture | highest heaven","","0","jmdict","1541540","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"会心","かいしん","","N1","n|vs|adj-no","hài lòng | mãn nguyện | đắc ý | toại nguyện","congeniality | satisfaction | gratification","","0","jmdict","1198680","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"慨嘆","がいたん","","N1","n|vs|vt|vi","than thở | cảm thán | đau xót | thở dài tiếc nuối","deploring | lamentation | regret","","0","jmdict","1616860","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"寡聞","かぶん","","N1","n","ít hiểu biết | kém thông tin | tài hèn sức mọn (khiêm)","having little knowledge | being ill-informed","","0","jmdict","1192640","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"過分","かぶん","","N1","adj-na|adj-no|n","quá mức | quá phận | quá hậu (lời khen) | không xứng đáng","excessive | unmerited | generous","","0","jmdict","1196430","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"過言","かごん","","N1","n","nói quá | cường điệu | lỡ lời | phóng đại","exaggeration | overstatement | saying too much","","0","jmdict","1196080","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"寡作","かさく","","N1","adj-na|n","sáng tác ít | viết ít | (nghệ sĩ) ít tác phẩm","unprolific (writer, artist)","","0","jmdict","1192590","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"我流","がりゅう","","N1","n|adj-no","tự học | theo cách riêng | lối riêng | tự mày mò","self-taught method | one's own way","","0","jmdict","1197010","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"肝胆","かんたん","","N1","n","gan mật | tâm can | nội tâm | lòng dạ","the liver and gall bladder | one's inner being","","0","jmdict","1757560","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"甘言","かんげん","","N1","n|adj-no","lời đường mật | lời ngọt ngào | dụ dỗ | nịnh hót","sweet words | smooth talk | flattery","","0","jmdict","1213490","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"気宇","きう","","N1","n","khí độ | tấm lòng rộng lượng | độ lượng | khí phách","breadth of mind | generosity | magnanimity","","0","jmdict","1221910","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"機微","きび","","N1","n|adj-na","sự tinh tế | điều vi tế | ẩn ý sâu xa | cái khó nắm bắt","subtleties | niceties | inner workings","","0","jmdict","1221160","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"帰依","きえ","","N1","n|vs|vi","quy y | theo đạo | cải đạo | trở thành tín đồ thành tâm","becoming a devout believer | (religious) conversion","","0","jmdict","1221280","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"詭計","きけい","","N1","n","mưu kế | quỷ kế | mánh khóe | thủ đoạn gian xảo","tricks | wiles","","0","jmdict","1572630","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"窮状","きゅうじょう","","N1","n","cảnh khốn cùng | tình cảnh ngặt nghèo | hoàn cảnh bi đát","distress | wretched condition","","0","jmdict","1230090","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"急逝","きゅうせい","","N1","n|vs|vi","đột tử | qua đời đột ngột | mất bất ngờ","sudden death | unexpected death","","0","jmdict","1228830","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"驕慢","きょうまん","","N1","n|adj-na","kiêu căng | ngạo mạn | hợm hĩnh | tự cao tự đại","arrogance | haughtiness | pride","","0","jmdict","1808660","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"均整","きんせい","","N1","n","cân đối | hài hòa | cân xứng | đều đặn","symmetry | balance | proportion","","0","jmdict","1241300","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"苦境","くきょう","","N1","n","cảnh khó khăn | tình thế khốn đốn | nghịch cảnh | thế bí","difficult situation | predicament | distress","","0","jmdict","1244440","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"功罪","こうざい","","N1","n","công và tội | mặt tốt mặt xấu | ưu khuyết điểm","merits and demerits | good and bad points","","0","jmdict","1275060","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"高邁","こうまい","","N1","adj-na|n","cao thượng | cao quý | thanh cao | cao siêu","noble | lofty | high-minded","","0","jmdict","1809640","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"傲岸","ごうがん","","N1","adj-na|n","ngạo mạn | kiêu căng | ngông nghênh | trịch thượng","haughty | arrogant | supercilious","","0","jmdict","1563930","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"高遠","こうえん","","N1","adj-na|n","cao xa | cao thâm | cao vời | thâm sâu","noble | lofty","","0","jmdict","1809430","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"巧拙","こうせつ","","N1","n","khéo vụng | hay dở | trình độ tay nghề | giỏi kém","skill | workmanship | quality","","0","jmdict","1278330","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"碩学","せきがく","","N1","n","học giả uyên thâm | bậc đại trí | bậc thông thái","great scholar | profound scholar","","0","jmdict","1383720","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"極致","きょくち","","N1","n","đỉnh cao | tột bậc | cảnh giới cao nhất | sự hoàn mỹ","culmination | acme | height | perfection","","0","jmdict","1240410","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"故意","こい","","N1","n|adj-no","cố ý | chủ tâm | có dụng ý | ác ý","intent | intention | bad faith","","0","jmdict","1267140","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"昏倒","こんとう","","N1","n|vs|vi","ngất xỉu | bất tỉnh | ngã quỵ | xỉu lăn ra","falling unconscious | fainting","","0","jmdict","1289970","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"懇請","こんせい","","N1","n|vs|vt","khẩn cầu | tha thiết yêu cầu | nài nỉ | thỉnh cầu","appeal | entreaty | request","","0","jmdict","1289880","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"懇願","こんがん","","N1","n|vs|vt","van xin | khẩn khoản | cầu khẩn | nài xin","pleading | entreaty | supplication","","0","jmdict","1289840","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"懇望","こんもう","","N1","n|vs|vt","tha thiết mong mỏi | khẩn cầu | hết lòng thỉnh cầu","entreaty | solicitation | earnest request","","0","jmdict","1289930","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"些事","さじ","","N1","n","việc nhỏ nhặt | chuyện vặt | điều cỏn con | tiểu tiết","something small | something petty | trifle","","0","jmdict","1593790","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"作意","さくい","","N1","n","ý đồ | chủ ý | dụng ý | ý tưởng sáng tác","idea | design | motif | intention","","0","jmdict","1297490","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"錯綜","さくそう","","N1","n|vs|vi","rắc rối | phức tạp | đan xen rối rắm | chằng chịt","becoming complicated | being intricate | entangled","","0","jmdict","1298440","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"猜疑心","さいぎしん","","N1","n","lòng nghi kỵ | tâm lý ngờ vực | tính đa nghi | đố kỵ","suspicion (of others) | jealousy","","0","jmdict","1569300","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
