word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"崩す","くずす","","N4","v5s|vt","TODO_VI","to destroy | to demolish | to pull down | to tear down | to level | to disturb | to put into disorder | to throw off balance | to make shaky | to relax (one's pose) | to make oneself at ease | to break (a bill) | to change | to make change | to write in cursive style | to write in running style | to break into a smile | to let off a smile | to lower (a price)","","0","jmdict","1516260","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"崩れる","くずれる","","N4","v1|vi","TODO_VI","to collapse | to crumble | to get out of shape | to lose one's shape | to become disorganized | to become untidy | to break down | to be thrown into disarray | to crash (stock market) | to slump | to decline | to break money into small change | to turn bad (e.g. weather) | to change for the worse | to deteriorate","","0","jmdict","1516270","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"揺らす","ゆらす","","N4","v5s|vt","TODO_VI","to rock | to shake | to swing","","0","jmdict","1545640","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"溶かす","とかす","","N4","v5s|vt","TODO_VI","to melt | to liquefy | to thaw | to dissolve (in a liquid) | to bring into solution | to lose (money; through gambling, etc.) | to squander","","0","jmdict","1546040","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"溶ける","とける","","N4","v1|vi","TODO_VI","to melt | to liquefy | to soften (e.g. through heat) | to thaw | to dissolve (in a liquid) | to be soluble (in) | to be used up (of money or time) | to be wasted | to melt away","","0","jmdict","1546070","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"論文","ろんぶん","","N4","n","TODO_VI","thesis | essay | treatise | paper | article","","0","jmdict","1561840","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"仮説","かせつ","","N4","n","TODO_VI","hypothesis | supposition | assumption | tentative theory","","0","jmdict","1590320","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"踏切","ふみきり","","N4","n","TODO_VI","railway crossing | railroad crossing | train crossing | level crossing | starting line | scratch | determination | stepping over the edge of the ring","","0","jmdict","1602840","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"処方箋","しょほうせん","","N4","n","TODO_VI","prescription","","0","jmdict","1655680","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"社会問題","しゃかいもんだい","","N4","n","TODO_VI","social problem","","0","jmdict","1658870","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
