word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"肩","かた","","N5","n","TODO_VI","shoulder","","0","jmdict","1258950","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"こんな","こんな","","N5","adj-pn","TODO_VI","this sort of | this kind of | like this | such","","0","jmdict","1004880","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"そんな","そんな","","N5","adj-pn|int","TODO_VI","such | that sort of | that kind of | like that | no way! | never!","","0","jmdict","1007130","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"靴","くつ","","N5","n","TODO_VI","shoe | shoes | boots | footwear | footgear","","0","jmdict","1246700","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"カメラ","カメラ","","N5","n","TODO_VI","camera","","0","jmdict","1038350","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"ケーキ","ケーキ","","N5","n","TODO_VI","cake","","0","jmdict","1047860","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"コンビニ","コンビニ","","N5","n","TODO_VI","convenience store","","0","jmdict","1053280","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"トイレ","トイレ","","N5","n","TODO_VI","toilet | restroom | bathroom | lavatory | going to the toilet | relieving oneself","","0","jmdict","1084810","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"バナナ","バナナ","","N5","n","TODO_VI","banana","","0","jmdict","1099420","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"ラジオ","ラジオ","","N5","n","TODO_VI","radio","","0","jmdict","1138860","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"易しい","やさしい","","N5","adj-i","TODO_VI","easy | plain | simple","","0","jmdict","1157000","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"椅子","いす","","N5","n","TODO_VI","chair | seat | stool | bench | post | position | seat | office","","0","jmdict","1157070","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"医者","いしゃ","","N5","n","TODO_VI","doctor | physician","","0","jmdict","1159980","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"私","わたし","","N5","pn","TODO_VI","I | me","","0","jmdict","1311110","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"一つ","ひとつ","","N5","num|n|adv|adj-no","TODO_VI","one | for one thing | only | (not) even | just (e.g. ""just try it"") | some kind of | one type of","","0","jmdict","1160820","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"一緒に","いっしょに","","N5","adv","TODO_VI","together (with) | at the same time | in one lump | in the same category","","0","jmdict","1163420","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"背中","せなか","","N5","n","TODO_VI","back (of the body)","","0","jmdict","1472800","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"一人で","ひとりで","","N5","exp","TODO_VI","alone | by oneself | on one's own","","0","jmdict","1163700","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"鉛筆","えんぴつ","","N5","n","TODO_VI","(wooden) pencil","","0","jmdict","1178590","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"黄色い","きいろい","","N5","adj-i","TODO_VI","yellow | high-pitched (voice) | shrill","","0","jmdict","1182030","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"下手","へた","","N5","adj-na|n","TODO_VI","unskillful | poor | awkward | imprudent | untactful","","0","jmdict","1185200","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"夏","なつ","","N5","n|adv","TODO_VI","summer","","0","jmdict","1191320","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"火曜日","かようび","","N5","n|adv","TODO_VI","Tuesday","","0","jmdict","1194290","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"荷物","にもつ","","N5","n","TODO_VI","luggage | baggage | package | burden | payload (of a packet, cell, etc.)","","0","jmdict","1195430","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"会社","かいしゃ","","N5","n","TODO_VI","company | corporation | firm | one's workplace","","0","jmdict","1198550","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"外国人","がいこくじん","","N5","n","TODO_VI","foreigner | foreign citizen | foreign national | alien | non-Japanese","","0","jmdict","1203650","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"急ぐ","いそぐ","","N5","v5g|vi|vt","TODO_VI","to hurry | to rush | to hasten | to make something happen sooner","","0","jmdict","1228650","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"教科書","きょうかしょ","","N5","n","TODO_VI","textbook | coursebook | schoolbook","","0","jmdict","1237020","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"狭い","せまい","","N5","adj-i","TODO_VI","narrow | confined | small | cramped | limited | narrow-minded | confining","","0","jmdict","1237680","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"金曜日","きんようび","","N5","n|adv","TODO_VI","Friday","","0","jmdict","1243320","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"九つ","ここのつ","","N5","num|n","TODO_VI","nine | nine years of age | twelve o'clock (old time system)","","0","jmdict","1243600","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"苦い","にがい","","N5","adj-i","TODO_VI","bitter","","0","jmdict","1244310","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"空気","くうき","","N5","n","TODO_VI","air | atmosphere | mood | situation | someone with no presence | someone who doesn't stand out at all","","0","jmdict","1245470","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"兄","あに","","N5","n","TODO_VI","older brother | elder brother | brother-in-law (spouse's older brother or older sister's husband)","","0","jmdict","1249900","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"結婚","けっこん","","N5","n|vs|vi","TODO_VI","marriage","","0","jmdict","1254790","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"月","つき","","N5","n","TODO_VI","Moon | month | moonlight | (a) moon | natural satellite","","0","jmdict","1255430","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"月曜日","げつようび","","N5","n|adv","TODO_VI","Monday","","0","jmdict","1255890","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"嫌い","きらい","","N5","adj-na|n","TODO_VI","disliked | hated | disagreeable | tendency | smack (of) | touch (of) | distinction | discrimination","","0","jmdict","1257240","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"見える","みえる","","N5","v1|vi","TODO_VI","to be seen | to be visible | to be in sight | to look | to seem | to appear | to come","","0","jmdict","1259140","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"思い出す","おもいだす","","N5","v5s|vt","TODO_VI","to recall | to remember | to recollect","","0","jmdict","1309260","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"鍵","かぎ","","N5","n","TODO_VI","key | lock | key (to a problem, success, etc.) | clue","","0","jmdict","1260490","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"五","ご","","N5","num","TODO_VI","five | 5","","0","jmdict","1268060","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"五つ","いつつ","","N5","num|n","TODO_VI","five | five years of age | eight o'clock (old time system)","","0","jmdict","1268070","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"午後","ごご","","N5","n|adv","TODO_VI","afternoon | p.m.","","0","jmdict","1268990","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"午前","ごぜん","","N5","n|adv","TODO_VI","morning | a.m.","","0","jmdict","1269060","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"死ぬ","しぬ","","N5","v5n|vi","TODO_VI","to die | to pass away | to lose spirit | to lose vigor | to look dead | to cease | to stop","","0","jmdict","1310730","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"黒板","こくばん","","N5","n","TODO_VI","blackboard","","0","jmdict","1288080","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"財布","さいふ","","N5","n","TODO_VI","wallet | purse | coin purse | billfold | pocketbook","","0","jmdict","1296970","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"三つ","みっつ","","N5","num|n","TODO_VI","three | three years of age","","0","jmdict","1299740","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"傘","かさ","","N5","n","TODO_VI","umbrella | parasol | something shaped like an umbrella or a conical hat | shade (of a lamp) | mushroom cap | pileus","","0","jmdict","1301940","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"散歩","さんぽ","","N5","n|vs|vi","TODO_VI","walk | stroll","","0","jmdict","1303620","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"残念","ざんねん","","N5","adj-na|n","TODO_VI","regrettable | unfortunate | disappointing | vexing","","0","jmdict","1304680","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"四つ","よっつ","","N5","num|n","TODO_VI","four | 4 | four years of age | ten o'clock (in the old time system) | burakumin | cross grips","","0","jmdict","1307040","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"四角い","しかくい","","N5","adj-i","TODO_VI","square | rectangular","","0","jmdict","1307100","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"姉","あね","","N5","n","TODO_VI","older sister | elder sister","","0","jmdict","1307630","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"試験","しけん","","N5","n|vs|vt","TODO_VI","examination | exam | test | trial | experiment | test","","0","jmdict","1312350","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"歯","は","","N5","n","TODO_VI","tooth | teeth | tooth (of a comb, saw, etc.) | cog | support (of a geta)","","0","jmdict","1313000","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"似合う","にあう","","N5","v5u|vi","TODO_VI","to suit | to match | to become | to be like","","0","jmdict","1314680","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"自動車","じどうしゃ","","N5","n","TODO_VI","car | automobile | motorcar | motor vehicle | auto","","0","jmdict","1318400","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"辞書","じしょ","","N5","n","TODO_VI","dictionary | lexicon | letter of resignation","","0","jmdict","1318970","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"七つ","ななつ","","N5","num|n","TODO_VI","seven | seven years of age | four o'clock (old time system)","","0","jmdict","1319220","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"弱い","よわい","","N5","adj-i","TODO_VI","weak | frail | delicate | tender | unskilled | weak (wine)","","0","jmdict","1324520","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"雪","ゆき","","N5","n","TODO_VI","snow | snowfall","","0","jmdict","1386500","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"千","せん","","N5","num","TODO_VI","thousand | 1,000","","0","jmdict","1388740","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"洗濯","せんたく","","N5","n|vs|vt","TODO_VI","washing | laundry | relaxation | rejuvenation | melting away (of worries, fatigue, etc.)","","0","jmdict","1390980","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"掃除","そうじ","","N5","n|vs|vt","TODO_VI","cleaning | sweeping | dusting | scrubbing","","0","jmdict","1399790","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
