word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"ひょっとして","ひょっとして","","N4","exp","biết đâu | có thể | phòng trường hợp | tình cờ mà","by any chance | (should) it happen (that) | by some chance","","0","jmdict","2096190","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","ひょっとして知っていますか。","ひょっとしてしっていますか。","Biết đâu bạn có biết không?","By any chance, do you know?","ai_draft","jmdict_ai"
"提出","ていしゅつ","","N4","n|vs|vt","nộp (tài liệu) | đệ trình (đơn, báo cáo) | xuất trình (bằng chứng) | trình bày (dự luật) | nộp hồ sơ","presentation (of documents) | submission (of an application, report, etc.) | production (e.g. of evidence) | introduction (e.g. of a bill) | filing | turning in","","0","jmdict","1436410","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","書類を提出します。","しょるいをていしゅつします。","Tôi nộp tài liệu.","I submit the documents.","ai_draft","jmdict_ai"
"伝統","でんとう","","N4","n","truyền thống | tập tục","tradition | convention","","0","jmdict","1442260","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","伝統を守ります。","でんとうをまもります。","Tôi giữ gìn truyền thống.","I preserve tradition.","ai_draft","jmdict_ai"
"電気代","でんきだい","","N4","n","hóa đơn điện | tiền điện","electricity bill | electric bill","","0","jmdict","1443100","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","電気代を払います。","でんきだいをはらいます。","Tôi trả tiền điện.","I pay the electricity bill.","ai_draft","jmdict_ai"
"入院","にゅういん","","N4","n|vs|vi","nhập viện | vào viện","hospitalization | hospitalisation","","0","jmdict","1465720","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","明日入院します。","あしたにゅういんします。","Ngày mai tôi nhập viện.","I will be hospitalized tomorrow.","ai_draft","jmdict_ai"
"必要性","ひつようせい","","N4","n","sự cần thiết | nhu cầu","necessity | need","","0","jmdict","1487730","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","必要性を感じます。","ひつようせいをかんじます。","Tôi cảm thấy sự cần thiết.","I feel the necessity.","ai_draft","jmdict_ai"
"評価","ひょうか","","N4","n|vs|vt","định giá | thẩm định | đánh giá | nhận xét | ước tính | xếp hạng | ghi nhận | khen ngợi","valuation | appraisal | evaluation | assessment | estimation | rating | judging | appreciation | recognition | praising","","0","jmdict","1490010","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","評価を受けます。","ひょうかをうけます。","Tôi nhận được đánh giá.","I receive an evaluation.","ai_draft","jmdict_ai"
"付き合い","つきあい","","N4","n","giao thiệp | giao lưu xã hội | giao tiếp | sự gắn bó","association | socializing | socialising | fellowship","","0","jmdict","1495640","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","付き合いを大切にします。","つきあいをたいせつにします。","Tôi trân trọng mối quan hệ giao lưu.","I value social relationships.","ai_draft","jmdict_ai"
"利益","りえき","","N4","n|vs|vt","lợi nhuận | thu được | lợi ích | lợi thế | điều tốt | lợi ích (ví dụ xã hội) | ân sủng (của Thần, Phật) | phúc lành","profit | gains | benefit | advantage | good | interests (e.g. of society) | grace (of God, Buddha, etc.) | blessing | miracle","","0","jmdict","1549470","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","利益を上げます。","りえきをあげます。","Tôi tăng lợi nhuận.","I increase profit.","ai_draft","jmdict_ai"
"話し合う","はなしあう","","N4","v5u|vt","thảo luận | bàn bạc cùng nhau","to discuss | to talk together","","0","jmdict","1562310","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","問題について話し合います。","もんだいについてはなしあいます。","Chúng tôi thảo luận về vấn đề.","We discuss the problem.","ai_draft","jmdict_ai"
"糸","し","","N4","n|num","chỉ | phần mười nghìn (đơn vị đo lường)","thread | 0.0001 | one ten-thousandth","","0","jmdict","2127930","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","糸を使います。","いとをつかいます。","Tôi dùng chỉ.","I use thread.","ai_draft","jmdict_ai"
"夜中","やちゅう","","N4","n|adv","ban đêm | trong đêm tối","during the night | at night","","0","jmdict","1584830","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","夜中に目が覚めます。","やちゅうにめがさめます。","Tôi thức dậy ban đêm.","I wake up in the middle of the night.","ai_draft","jmdict_ai"
"打ち合わせ","うちあわせ","","N4","n|vs|vt","cuộc họp chuẩn bị | buổi thuyết trình ngắn | sắp xếp trước | chồng lên nhau (áo) | làm cho khớp chính xác","(preparatory) meeting | briefing session | (making) advance arrangements | overlap (of a coat, etc.) | making something match exactly","","0","jmdict","1588140","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","打ち合わせをします。","うちあわせをします。","Chúng tôi họp chuẩn bị.","We have a preparatory meeting.","ai_draft","jmdict_ai"
"人気","じんき","","N4","n","tâm trạng chủ đạo của địa phương | khí hậu tình cảm của khu vực","prevailing mood of a locality | emotional climate of a district","","0","jmdict","2153960","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","地域の人気があります。","ちいきのじんきがあります。","Có tâm trạng của địa phương.","There is a mood of the district.","ai_draft","jmdict_ai"
"付き合う","つきあう","","N4","v5u|vi","giao lưu với | kết giao với | hẹn hò với | ổn định với ai | hòa thuận với | đi cùng | thỏa hiệp","to associate with | to keep company with | to go out with | to go steady with | to get on with | to accompany someone | to compromise","","0","jmdict","1597790","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","友人と付き合います。","ゆうじんとつきあいます。","Tôi giao lưu với bạn bè.","I associate with my friend.","ai_draft","jmdict_ai"
"乗り換え","のりかえ","","N4","n|vs|vi","chuyển xe (tàu, xe buýt) | thay đổi | kết nối | chuyển đổi (sang ý thức hệ, đảng, hệ thống khác) | trao đổi chéo nhiễm sắc thể","transfer (trains, buses, etc.) | change | connection | switch (to another ideology, party, system, method, etc.) | chromosomal crossover","","0","jmdict","1600460","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","電車を乗り換えます。","でんしゃをのりかえます。","Tôi chuyển tàu.","I transfer trains.","ai_draft","jmdict_ai"
"ひっくり返す","ひっくりかえす","","N4","v5s|vt","lật qua | lật ngược | lật lên | lật ngược ra | làm đổ | làm lật | bác bỏ (ví dụ quyết định) | đảo ngược","to turn over | to turn upside down | to turn up | to turn inside out | to knock over | to tip over | to overturn (e.g. a decision) | to reverse","","0","jmdict","1601870","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","決定をひっくり返します。","けっていをひっくりかえします。","Tôi bác bỏ quyết định.","I overturn the decision.","ai_draft","jmdict_ai"
"分かれる","わかれる","","N4","v1|vi","phân nhánh | rẽ đôi | phân kỳ | tách ra | chia tách | chia cắt | phân tán | rải rác","to branch | to fork | to diverge | to separate | to split | to divide | to disperse | to scatter","","0","jmdict","1606600","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","道が分かれます。","みちがわかれます。","Con đường phân nhánh.","The road branches.","ai_draft","jmdict_ai"
"注文書","ちゅうもんしょ","","N4","n","đơn đặt hàng (bằng văn bản) | phiếu đặt hàng","written order | order form","","0","jmdict","1942610","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","注文書を送ります。","ちゅうもんしょをおくります。","Tôi gửi đơn đặt hàng.","I send the order form.","ai_draft","jmdict_ai"
"チェックリスト","チェックリスト","","N4","n","danh sách kiểm tra","checklist","","0","jmdict","2017000","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","チェックリストを作ります。","チェックリストをつくります。","Tôi tạo danh sách kiểm tra.","I make a checklist.","ai_draft","jmdict_ai"
"食堂","じきどう","","N4","n","phòng ăn (tại chùa) | đại sảnh ăn uống (tại chùa)","dining hall (at a temple)","","0","jmdict","2253570","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","食堂で食事します。","じきどうでしょくじします。","Tôi dùng bữa tại phòng ăn chùa.","I eat at the temple dining hall.","ai_draft","jmdict_ai"
"スマートフォン","スマートフォン","","N4","n","điện thoại thông minh","smartphone | smart phone","","0","jmdict","2304550","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","スマートフォンを使います。","スマートフォンをつかいます。","Tôi dùng điện thoại thông minh.","I use a smartphone.","ai_draft","jmdict_ai"
"土","に","","N4","n","đất (đặc biệt là đất đỏ)","soil (esp. reddish soil)","","0","jmdict","2423330","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","赤い土があります。","あかいにがあります。","Có đất đỏ.","There is reddish soil.","ai_draft","jmdict_ai"
