word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"溢れる","あぶれる","","N4","v1|vi","TODO_VI","to fail (in getting a job) | to miss out (at fishing, hunting, etc.) | to be left out | to be crowded out","","0","jmdict","1000460","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"米","メートル","","N4","n","TODO_VI","metre (unit of length) | meter | meter | gauge","","0","jmdict","1132570","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"栄養士","えいようし","","N4","n","TODO_VI","dietitian | (licensed) nutritionist","","0","jmdict","1174020","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"芽生える","めばえる","","N4","v1|vi","TODO_VI","to bud | to sprout | to arise | to begin to grow","","0","jmdict","1197740","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"滑り込む","すべりこむ","","N4","v5m|vi","TODO_VI","to slide into | to slip into","","0","jmdict","1208600","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"間食","かんしょく","","N4","n|vs|vi","TODO_VI","eating between meals | snacking","","0","jmdict","1215500","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"公倍数","こうばいすう","","N4","n","TODO_VI","common multiple","","0","jmdict","1274490","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"根深い","ねぶかい","","N4","adj-i","TODO_VI","deep-rooted | ingrained","","0","jmdict","1290200","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"首筋","くびすじ","","N4","n","TODO_VI","nape of the neck | back of the neck | scruff of the neck","","0","jmdict","1329260","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"小雨","こさめ","","N4","n","TODO_VI","light rain | drizzle","","0","jmdict","1347810","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"消費税","しょうひぜい","","N4","n","TODO_VI","consumption tax (incl. sales tax, VAT, excise duty, etc.)","","0","jmdict","1350320","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"新芽","しんめ","","N4","n","TODO_VI","sprout | bud | shoot","","0","jmdict","1361540","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"新雪","しんせつ","","N4","n","TODO_VI","fresh snow | new snow","","0","jmdict","1362090","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
