word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"累積","るいせき","","N3","n|vs|vt|vi|adj-f","tích lũy | tích tụ | cộng dồn","accumulation | cumulative | accumulated","","0","jmdict","1556030","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"類似","るいじ","","N3","n|vs|vi|adj-no","giống nhau | tương tự | giống với","resemblance | similarity | likeness | analogy","","0","jmdict","1556100","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"類推","るいすい","","N3","n|vs|vt","loại suy | suy luận tương tự | suy diễn tương đồng","analogy | analogical reasoning | analogical inference | analogy","","0","jmdict","1556120","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"例年","れいねん","","N3","n|adv","năm bình thường | hàng năm | thường niên","average (normal, ordinary) year | every year | annually","","0","jmdict","1556570","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"冷却","れいきゃく","","N3","n|vs|vt|vi","làm mát | làm lạnh | hạ nhiệt | nguội bớt","cooling | refrigeration | cooling down (of a political conflict, etc.) | calming down","","0","jmdict","1556870","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"冷酷","れいこく","","N3","adj-na|n","tàn nhẫn | vô tình | lạnh lùng | không thương xót","cruelty | coldheartedness | relentless | ruthless","","0","jmdict","1556980","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"冷笑","れいしょう","","N3","n|vs|vt","cười khẩy | mỉa mai | cười nhạo | chế giễu","sneer | derision | scornful laugh | cold smile","","0","jmdict","1557000","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"冷戦","れいせん","","N3","n","chiến tranh lạnh | Chiến tranh Lạnh","cold war | the Cold War","","0","jmdict","1557060","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"冷淡","れいたん","","N3","adj-na|n","thờ ơ | lãnh đạm | lạnh nhạt | vô cảm","cool | indifferent | apathetic | half-hearted | cold | cold-hearted | heartless | unkind","","0","jmdict","1557150","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"冷凍","れいとう","","N3","n|vs|vt","đông lạnh | cấp đông | bảo quản lạnh","freezing | cold storage | refrigeration","","0","jmdict","1557170","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"励む","はげむ","","N3","v5m|vi","cố gắng | nỗ lực | hết sức | chuyên cần","to work hard | to try hard | to strive | to endeavour | to endeavor | to devote oneself to","","0","jmdict","1557390","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
