word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"汚れ","けがれ","","N4","n","TODO_VI","uncleanness | impurity | defilement | disgrace | shame | stain | blot | corruption | depravity | uncleanliness from contact with death, pregnancy, menstruation, etc.","","0","jmdict","1178990","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"垢","あか","","N4","n","TODO_VI","dirt | filth | grime","","0","jmdict","1277420","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"煮込む","にこむ","","N4","v5m|vt","TODO_VI","to boil well | to stew | to simmer (for a long time) | to cook (various ingredients) together","","0","jmdict","1322580","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"蒸らす","むらす","","N4","v5s|vt","TODO_VI","to cook by steam","","0","jmdict","1356910","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"昼下がり","ひるさがり","","N4","n","TODO_VI","early afternoon","","0","jmdict","1426270","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"木陰","こかげ","","N4","n","TODO_VI","shade of a tree | bower","","0","jmdict","1534570","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"夕暮れ","ゆうぐれ","","N4","n","TODO_VI","evening | dusk | twilight","","0","jmdict","1542770","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"夕焼け","ゆうやけ","","N4","n","TODO_VI","evening glow | red sunset | afterglow (of sunset)","","0","jmdict","1542720","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"埃","ほこり","","N4","n","TODO_VI","dust","","0","jmdict","1565750","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"木漏れ日","こもれび","","N4","n","TODO_VI","sunlight filtering through trees","","0","jmdict","1593440","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"埃","あい","","N4","n","TODO_VI","one ten-billionth | Egypt","","0","jmdict","2248500","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"土砂降り","どしゃぶり","","N4","n","TODO_VI","downpour | pouring rain | heavy rain | pelting rain | cloudburst","","0","jmdict","1445340","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"塵","ゴミ","","N4","n","TODO_VI","rubbish | trash | garbage | refuse | litter","","0","jmdict","1369900","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"塵","ちり","","N4","n","TODO_VI","dust | trash | garbage | rubbish | dirt | negligible amount | tiny bit | hustle and bustle (of life) | worldly cares | impurities of the world | ritual gestures indicating that a fight will be clean","","0","jmdict","1369910","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"塵","じん","","N4","n|num","TODO_VI","defilement | impurity | affliction | object (perceived with the mind or the senses) | one billionth","","0","jmdict","2248490","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"夜明け","よあけ","","N4","n","TODO_VI","dawn | daybreak","","0","jmdict","1537150","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"日暮れ","ひぐれ","","N4","n","TODO_VI","twilight | sunset | dusk | evening","","0","jmdict","1464420","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"明け方","あけがた","","N4","n|adv","TODO_VI","dawn | daybreak","","0","jmdict","1532300","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"汚れ","よごれ","","N4","n","TODO_VI","dirt | filth | stain | blot | spot","","0","jmdict","1612200","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"波紋","はもん","","N4","n","TODO_VI","ripple | ring on the water | repercussions | Japanese slit drum | instrument made of iron with slits on top; makes a rippling sound","","0","jmdict","1471090","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"湯気","ゆげ","","N4","n","TODO_VI","steam | vapour | vapor","","0","jmdict","1448600","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"漬物","つけもの","","N4","n","TODO_VI","tsukemono (pickled vegetables)","","0","jmdict","1433700","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
