word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"降水","こうすい","","N2","n","lượng mưa | giáng thủy","rainfall | precipitation","","0","jmdict","1282890","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"降雨","こうう","","N2","n","mưa | lượng mưa rơi","rainfall | rain","","0","jmdict","1282810","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"降雪","こうせつ","","N2","n|vs|vi","tuyết rơi | lượng tuyết","snowfall | snow","","0","jmdict","1282910","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"豪雪","ごうせつ","","N2","n","tuyết lớn | mưa tuyết dày","tremendous snowfall | heavy snow","","0","jmdict","1285610","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"暴風","ぼうふう","","N2","n","bão | gió bão | gió mạnh","storm | windstorm | gale","","0","jmdict","1519540","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"暴風雨","ぼうふうう","","N2","n","mưa bão | bão tố","rainstorm | storm","","0","jmdict","1519550","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"強風","きょうふう","","N2","n","gió mạnh | gió lớn","strong wind | high wind","","0","jmdict","1236530","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"突風","とっぷう","","N2","n","gió giật | cơn gió mạnh bất ngờ","gust (of wind) | blast","","0","jmdict","1457160","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"旋風","せんぷう","","N2","n","gió lốc | cơn lốc | cơn chấn động (dư luận)","whirlwind | sensation | commotion","","0","jmdict","1391700","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"高潮","たかしお","","N2","n","triều cường (do bão) | nước dâng","storm surge","","0","jmdict","2657650","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"氾濫","はんらん","","N2","n|vs|vi","ngập lụt | tràn ngập | lụt lội | dư thừa","overflowing | flood | inundation | plethora","","0","jmdict","1481420","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"浸水","しんすい","","N2","n|vs|vi","ngập nước | ngấm nước | chìm ngập","inundation | submersion | flood","","0","jmdict","1362610","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"冠水","かんすい","","N2","n|vs|vi","bị ngập (do lũ) | chìm trong nước","being submerged | being inundated | flooding","","0","jmdict","1210310","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"決壊","けっかい","","N2","n|vs|vt|vi","vỡ (đê, đập) | sạt lở | sụp đổ","burst (e.g. dam, levee) | breach | collapse","","0","jmdict","1254230","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"土砂","どしゃ","","N2","n","đất cát | bùn đất","sediment | earth and sand","","0","jmdict","1624160","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"土砂崩れ","どしゃくずれ","","N2","n","sạt lở đất | lở đất","landslide","","0","jmdict","1445350","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"雪崩","なだれ","","N2","n","tuyết lở | lở tuyết","avalanche | snowslide","","0","jmdict","1386690","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"噴煙","ふんえん","","N2","n","khói phun (núi lửa) | khói bốc","(eruption of) smoke","","0","jmdict","1689560","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"溶岩","ようがん","","N2","n","dung nham","lava","","0","jmdict","1546120","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"余震","よしん","","N2","n","dư chấn","aftershock","","0","jmdict","1544290","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
