word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"あごを出す","あごをだす","","N1","exp|v5s","kiệt sức | mệt lả | rã rời | đuối sức","to be exhausted | to be worn out","","0","jmdict","2841233","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"揚げ足を取る","あげあしをとる","","N1","exp|v5r","bắt bẻ lời nói | vạch lá tìm sâu | soi mói câu chữ | chỉ trích vặt","to jump on someone's verbal mistake | to find fault","","0","jmdict","1586280","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"足元を見る","あしもとをみる","","N1","exp|v1","lợi dụng thế yếu | bắt bí | thừa nước đục thả câu | chèn ép","to take advantage (of a weak position)","","0","jmdict","2028770","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"頭が下がる","あたまがさがる","","N1","exp|v5r","khâm phục | ngả mũ thán phục | cúi đầu kính nể","to admire greatly | to take one's hat off to","","0","jmdict","2237310","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"後の祭り","あとのまつり","","N1","exp|n","muộn màng | nước đến chân | trở tay không kịp | đã quá trễ","too late | a day after the fair","","0","jmdict","1678830","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"息を呑む","いきをのむ","","N1","exp|v5m","nín thở | sững sờ | nghẹt thở (kinh ngạc) | há hốc","to have one's breath taken away | to gasp","","0","jmdict","2015880","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"板挟み","いたばさみ","","N1","n","kẹt giữa hai làn đạn | tiến thoái lưỡng nan | khó xử","being stuck between a rock and a hard place | dilemma","","0","jmdict","1481360","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"一矢を報いる","いっしをむくいる","","N1","exp|v1","đáp trả | phản công | gỡ gạc | đánh trả một đòn","to retaliate | to strike back","","0","jmdict","1858910","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"腕によりをかける","うでによりをかける","","N1","exp|v1","trổ hết tài | dốc hết tay nghề | thi thố tài năng","to put all one's skill into doing something","","0","jmdict","2063970","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"裏目に出る","うらめにでる","","N1","exp|v1","phản tác dụng | gậy ông đập lưng ông | kết quả ngược lại","to backfire","","0","jmdict","2830571","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"悦に入る","えつにいる","","N1","exp|v5r","khoái chí | hả hê | tự mãn | đắc ý ngầm","to be pleased | to gloat | to glow with satisfaction","","0","jmdict","1175260","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"お株を奪う","おかぶをうばう","","N1","exp|v5u","vượt mặt sở trường | giỏi hơn cả chuyên gia | cướp nghề","to beat someone at their own game","","0","jmdict","2102500","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"お墨付き","おすみつき","","N1","n","sự bảo chứng | giấy chứng nhận | cái gật đầu của cấp trên | đảm bảo","seal of approval | certification | the thumbs up","","0","jmdict","1002680","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"顔から火が出る","かおからひがでる","","N1","exp|v1","đỏ mặt tía tai | ngượng chín mặt | xấu hổ nóng bừng","to be extremely embarrassed | to burn with shame","","0","jmdict","1217740","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"影が薄い","かげがうすい","","N1","exp|adj-i","mờ nhạt | không nổi bật | lu mờ | thiếu hiện diện","in the background | not standing out","","0","jmdict","2006530","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"肩透かしを食う","かたすかしをくう","","N1","exp|v5u","hụt hẫng | bị né tránh | trật lất | mất hứng","to suffer a disappointment | to be given the slip","","0","jmdict","2748040","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"角が立つ","かどがたつ","","N1","exp|v5t","gây mất lòng | làm sứt mẻ tình cảm | căng thẳng | mếch lòng","to cause offence | to create hard feelings","","0","jmdict","2109080","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"気が利く","きがきく","","N1","exp|v5k","tinh ý | ý tứ | khéo léo | tinh tế chu đáo","to be thoughtful | to be tactful | to be sensitive","","0","jmdict","1221640","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"木で鼻をくくる","きではなをくくる","","N1","exp|v5r","lạnh lùng cộc lốc | trả lời cụt lủn | thờ ơ lạnh nhạt","to be blunt | to be curt","","0","jmdict","2103090","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"気をもむ","きをもむ","","N1","exp|v5m","lo lắng | bồn chồn | sốt ruột | đứng ngồi không yên","to worry | to fret | to get anxious","","0","jmdict","2097260","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"釘付け","くぎづけ","","N1","n|vs|vt","đóng đinh | dán mắt | đứng như trời trồng | bất động (đứng yên)","nailing down | being glued to | being rooted to the spot","","0","jmdict","1776900","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"口が滑る","くちがすべる","","N1","exp|v5r","lỡ miệng | buột miệng | nói hớ | lỡ lời","to make a slip of the tongue | to let something slip","","0","jmdict","1640380","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"口を尖らせる","くちをとがらせる","","N1","exp|v1","bĩu môi | chu mỏ | hờn dỗi | phụng phịu","to pout","","0","jmdict","2785620","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"首が回らない","くびがまわらない","","N1","exp","ngập trong nợ | nợ ngập đầu | không xoay xở nổi (nợ nần)","being up to one's neck in debt","","0","jmdict","2839755","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"軍配を上げる","ぐんばいをあげる","","N1","exp|v1","tuyên bố người thắng | phân định thắng thua | xử thắng","to declare someone the winner","","0","jmdict","2828264","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"財布の紐","さいふのひも","","N1","exp|n","hầu bao | tay hòm chìa khóa | việc chi tiêu (財布の紐が固い)","purse strings","","0","jmdict","2867879","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"舌が回る","したがまわる","","N1","exp|v5r","nói lưu loát | dẻo miệng | hoạt ngôn | ăn nói trơn tru","to be talkative | to speak fluently","","0","jmdict","2527660","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"尻馬に乗る","しりうまにのる","","N1","exp|v5r","ăn theo | hùa theo mù quáng | bắt chước theo | dựa hơi","to follow blindly | to ride someone's coattails","","0","jmdict","1982890","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"心臓に毛が生えている","しんぞうにけがはえている","","N1","exp|v1","mặt dày | gan lì | trơ tráo | thần kinh thép","to be shameless | to have nerves of steel","","0","jmdict","2655400","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"図星","ずぼし","","N1","n","trúng tim đen | đúng phóc | điểm mấu chốt | nói trúng","bull's-eye | hitting the mark","","0","jmdict","1654230","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
