word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"ポイント","ポイント","","N4","n|vs|vt","TODO_VI","point (of a story, argument, etc.) | key point | important part | point | site | spot | point (in scoring) | point (in a loyalty program) | points | (percentage) point | (decimal) point | switch | points | point (unit of type measurement) | point (in a stock index) | place where many fish gather | ace | (projectile) point | to point (at)","","0","jmdict","1124860","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"監督","かんとく","","N4","n|vs|vt","TODO_VI","supervision | control | superintendence | direction | director | superintendent | supervisor | coach | foreman | manager | overseer | controller | boss","","0","jmdict","1213720","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"苦しい","くるしい","","N4","adj-i|suf","TODO_VI","painful | difficult | tough | hard | distressing | (psychologically) difficult | stressful | awkward (e.g. position) | straitened (circumstances) | tight (financial situation) | needy | struggling | strained (interpretation, explanation, etc.) | lame (e.g. excuse) | forced (e.g. smile) | far-fetched | hard to do | unpleasant","","0","jmdict","1244320","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"見送る","みおくる","","N4","v5r|vt","TODO_VI","to see (someone) off | to escort | to watch (someone or something) go out of sight | to follow with one's eyes | to gaze after | to let (a bus, pitch, etc.) go by | to let pass | to pass up (an opportunity) | to postpone | to put off | to shelve | to leave (as it is) | to take care of (someone) until death | to attend (someone's) funeral | to bury | to hold off (buying or selling) | to wait and see","","0","jmdict","1259830","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"盛る","もる","","N4","v5r|vt","TODO_VI","to serve (in a bowl, on a plate, etc.) | to dish out | to dish up | to fill (a bowl) with | to pile up | to heap up | to fill up | to stack up | to administer (medicine, poison) | to dose out | to prescribe | to put into (e.g. information in a report, meaning in a statement) | to mark out (e.g. scale) | to graduate (e.g. thermometer) | to exaggerate | to apply heavy makeup","","0","jmdict","1379740","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"叩く","たたく","","N4","v5k|vt","TODO_VI","to strike | to hit | to beat | to knock | to pound | to bang | to slap | to spank | to tap | to pat | to clap (one's hands) | to play (the drums) | to attack | to bash | to criticize | to censure | to flame (on the Internet) | to sound out (someone's views) | to pound (meat or fish) | to chop into small pieces | to beat down the price | to talk (big, bad, idly, etc.) | to call | to invoke (e.g. a function)","","0","jmdict","1416170","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"移す","うつす","","N4","v5s|vt","TODO_VI","to transfer (to a different place, group, etc.) | to change | to move (something) | to swap | to substitute | to relocate | to move to the next stage (of a plan, etc.) | to divert (one's attention) to | to focus on (something different) | to spend (time) | to let (time) pass | to infect (someone) | to spread (an infection) | to pass (a disease) | to permeate (something; with a color or smell) | to infuse | to let soak (into)","","0","jmdict","1158160","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"移る","うつる","","N4","v5r|vi","TODO_VI","to move (to another place or state) | to change (e.g. of state, affiliation, scenery, etc.) | to be transferred | to spread (of a fire, smell, etc.) | to catch (an illness) | to be infected | to be contagious | to move (e.g. of one's focus) | to change (e.g. of one's interest) | to be permeated (by a color or scent) | to seep into | to pass (of time) | to elapse","","0","jmdict","1158210","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"飾る","かざる","","N4","v5r|vt","TODO_VI","to decorate | to ornament | to adorn | to display | to exhibit | to put on show | to arrange | to mark (e.g. the day with a victory) | to adorn (e.g. the front page) | to grace (e.g. the cover) | to affect (a manner) | to keep up (appearances) | to embellish | to dress up | to be showy | to be pretentious","","0","jmdict","1357210","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"認める","みとめる","","N4","v1|vt","TODO_VI","to recognize | to recognise | to observe | to notice | to deem | to judge | to assess | to approve | to deem acceptable | to allow | to admit | to accept | to confess (to a charge) | to watch steadily | to observe carefully | to renown | to give renown to | to appreciate | to acknowledge","","0","jmdict","1467530","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"傷","きず","","N4","n","TODO_VI","wound | injury | cut | gash | bruise | scratch | scrape | scar | chip | crack | scratch | nick | flaw | defect | weakness | weak point | stain (on one's reputation) | disgrace | dishonor | dishonour | (emotional) hurt | hurt feelings","","0","jmdict","1580260","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"怪しい","あやしい","","N4","adj-i","TODO_VI","suspicious | dubious | questionable | dodgy | shady | fishy | doubtful | unsure | uncertain | unlikely | implausible | untrustworthy | unreliable | clumsy | awkward | shaky | poor | strange | weird | eerie | spooky | uncanny | ominous (e.g. weather) | threatening | dangerous (e.g. financial situation) | uncertain | suspicious (of a potential amorous relation) | mysterious | bewitching | alluring | enticing | enchanting","","0","jmdict","1586700","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"気がつく","きがつく","","N4","exp|v5k","TODO_VI","to notice | to realize | to realise | to become aware (of) | to perceive | to sense | to suspect | to be attentive | to be scrupulous | to be observant | to regain consciousness | to come to (one's senses) | to come round","","0","jmdict","1591050","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"心","しん","","N4","n","TODO_VI","heart | mind | spirit | vitality | inner strength | bottom of one's heart | core (of one's character) | nature | centre | center | core | heart | heart (organ) | Chinese ""Heart"" constellation (one of the 28 mansions) | friend","","0","jmdict","1595125","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
