word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"成人式","せいじんしき","","N4","n","TODO_VI","coming-of-age ceremony","","0","jmdict","1764080","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"寝癖","ねぐせ","","N4","n","TODO_VI","bed hair | hair disarranged during sleep | habit of moving around in one's sleep | sleeping habit","","0","jmdict","1793060","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"追い求める","おいもとめる","","N4","v1|vt","TODO_VI","to pursue","","0","jmdict","1847460","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"食洗機","しょくせんき","","N4","n","TODO_VI","dishwasher | dishwashing machine","","0","jmdict","2021560","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"頑張り屋","がんばりや","","N4","n","TODO_VI","hard worker | person who perseveres | person who doesn't give up | eager beaver | bitter-ender","","0","jmdict","2078910","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"筋トレ","きんトレ","","N4","n","TODO_VI","strength training | resistance training | muscle-building","","0","jmdict","2112490","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"端午の節句","たんごのせっく","","N4","exp|n","TODO_VI","Boys' Day celebration (May 5)","","0","jmdict","2138430","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"腕を組む","うでをくむ","","N4","exp|v5m","TODO_VI","to fold one's arms | to link arms with someone","","0","jmdict","2260360","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"在庫切れ","ざいこぎれ","","N4","adj-no|n","TODO_VI","(being) out of stock","","0","jmdict","2260860","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"有酸素運動","ゆうさんそうんどう","","N4","n","TODO_VI","aerobic exercise | cardio exercise","","0","jmdict","2513290","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"無酸素運動","むさんそうんどう","","N4","n","TODO_VI","anaerobic exercise","","0","jmdict","2513300","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"スポーツジム","スポーツジム","","N4","n","TODO_VI","sports gym | gymnasium","","0","jmdict","2801310","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
