word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"山岳","さんがく","","N1","n","núi non | dãy núi | vùng núi | sơn nhạc","mountains | a mountain chain","","0","jmdict","1302780","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"散華","さんげ","","N1","n|vs|vi","rải hoa cúng Phật | hy sinh anh dũng | tử trận vẻ vang | tản hoa","scattering flowers (rite) | a glorious death in battle","","0","jmdict","1618820","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"惨禍","さんか","","N1","n","tai họa thảm khốc | thảm họa | thiên tai | tai ương kinh hoàng","a calamity | a disaster | a catastrophe","","0","jmdict","1303290","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"山系","さんけい","","N1","n","hệ thống núi | dãy núi | sơn hệ","a mountain range | a mountain system","","0","jmdict","1658010","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"惨状","さんじょう","","N1","n","cảnh tượng thảm khốc | quang cảnh kinh hoàng | thảm cảnh","a disastrous scene | a terrible spectacle","","0","jmdict","1303350","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"散逸","さんいつ","","N1","n|vs|vi","thất lạc tản mát | tản mạn rồi mất | phân tán thất tán","being scattered and lost | dissipation","","0","jmdict","1754680","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"斬新奇抜","ざんしんきばつ","","N1","n","mới mẻ độc đáo | tân kỳ phá cách | táo bạo khác lạ | đột phá","novel | unconventional | cutting-edge","","0","jmdict","1814980","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"散村","さんそん","","N1","n","làng thưa thớt | xóm nhà rải rác | thôn xóm phân tán","a dispersed rural settlement","","0","jmdict","2632270","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"三拝","さんぱい","","N1","n|vs|vi","ba lạy | bái lạy nhiều lần | cúi lạy ba lượt (三拝九拝)","worshipping three times | bowing repeatedly","","0","jmdict","1301400","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"散文的","さんぶんてき","","N1","adj-na","như văn xuôi | tản mạn khô khan | thiếu chất thơ | nôm na","prosaic","","0","jmdict","1754600","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
