word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"乾燥機","かんそうき","","N4","n","TODO_VI","drying machine | dryer | desiccator","","0","jmdict","1209940","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"渓谷","けいこく","","N4","n","TODO_VI","valley (with a river running through it) | gorge | ravine | canyon","","0","jmdict","1250950","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"見解","けんかい","","N4","n","TODO_VI","opinion | point of view","","0","jmdict","1259390","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"賛成","さんせい","","N4","n|vs|vi|adj-no","TODO_VI","approval | agreement | support | favour | favor","","0","jmdict","1304200","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"生まれ変わる","うまれかわる","","N4","v5r|vi","TODO_VI","to be born again | to make a fresh start in life","","0","jmdict","1378710","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"走り出す","はしりだす","","N4","v5s|vi","TODO_VI","to begin to run | to start running | to break into a run | to start moving (e.g. a vehicle) | to take off | to get under way","","0","jmdict","1402480","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"体温計","たいおんけい","","N4","n","TODO_VI","(clinical) thermometer","","0","jmdict","1409270","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"怠け者","なまけもの","","N4","n","TODO_VI","lazy person | lazy fellow | slothful person","","0","jmdict","1410670","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"聴診器","ちょうしんき","","N4","n","TODO_VI","stethoscope","","0","jmdict","1428920","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"癖","くせ","","N4","n","TODO_VI","habit (usu. a bad one) | tendency | peculiarity | idiosyncrasy | mannerism | quirk | crease | wrinkle | curl | kink","","0","jmdict","1509350","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"変わり果てる","かわりはてる","","N4","v1|vi","TODO_VI","to be completely changed (for the worse) | to be transformed","","0","jmdict","1510750","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"方言","ほうげん","","N4","n","TODO_VI","dialect | provincialism","","0","jmdict","1516980","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"冷凍庫","れいとうこ","","N4","n","TODO_VI","freezer","","0","jmdict","1557210","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"幹","みき","","N4","n","TODO_VI","tree trunk | bole | backbone | base | foundation","","0","jmdict","1577640","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"ため息","ためいき","","N4","n","TODO_VI","sigh","","0","jmdict","1597190","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"成り行き","なりゆき","","N4","n","TODO_VI","course (of events) | development | progress | outcome | result | market order | order without limit","","0","jmdict","1599700","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"岬","みさき","","N4","n","TODO_VI","cape (on coast)","","0","jmdict","1611700","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"桃の節句","もものせっく","","N4","exp|n","TODO_VI","Doll's Festival (March 3) | Peach Festival","","0","jmdict","1448300","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"仏間","ぶつま","","N4","n","TODO_VI","Buddhist family chapel | altar room","","0","jmdict","1501890","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"容量","ようりょう","","N4","n","TODO_VI","capacity | volume | capacitance","","0","jmdict","1545450","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"陸上競技","りくじょうきょうぎ","","N4","n","TODO_VI","track and field | athletics","","0","jmdict","1551060","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"枝","し","","N4","ctr","TODO_VI","counter for long, thin things (i.e. swords)","","0","jmdict","2080710","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"幹","から","","N4","n","TODO_VI","trunk | stem | stalk | shaft (of an arrow) | handle","","0","jmdict","2396230","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"クールダウン","クールダウン","","N4","n","TODO_VI","cool down","","0","jmdict","1043400","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"ストレッチ","ストレッチ","","N4","n","TODO_VI","stretch (of a material) | stretch material | stretch (exercise) | stretching | stretch | straight (course) | straightaway","","0","jmdict","1071500","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"漁村","ぎょそん","","N4","n","TODO_VI","fishing village","","0","jmdict","1233060","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"口癖","くちぐせ","","N4","n","TODO_VI","pet saying | favorite phrase | stock phrase | catchphrase | manner of talking","","0","jmdict","1276890","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"賛否","さんぴ","","N4","n","TODO_VI","yes and no | for and against","","0","jmdict","1304220","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"湿布","しっぷ","","N4","n|vs|vt|vi","TODO_VI","(wet) compress | poultice | fomentation","","0","jmdict","1320510","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"主張","しゅちょう","","N4","n|vs|vt","TODO_VI","claim | insistence | assertion | advocacy | emphasis | contention | opinion | tenet","","0","jmdict","1325910","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"生き残る","いきのこる","","N4","v5r|vi","TODO_VI","to survive","","0","jmdict","1378560","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"送料","そうりょう","","N4","n","TODO_VI","postage | carriage | shipping charge","","0","jmdict","1402870","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"滝","たき","","N4","n","TODO_VI","waterfall | rapids","","0","jmdict","1415520","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"追い越す","おいこす","","N4","v5s|vt","TODO_VI","to pass (e.g. car) | to overtake | to surpass | to outstrip | to get ahead of | to outdistance","","0","jmdict","1432280","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"点滴","てんてき","","N4","n|vs|vt","TODO_VI","raindrops | falling drop of water | intravenous drip | IV | drip-feed","","0","jmdict","1441720","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"田んぼ","たんぼ","","N4","n","TODO_VI","rice field | rice paddy | paddy field","","0","jmdict","1442840","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"農村","のうそん","","N4","n|adj-no","TODO_VI","agricultural community | farm village | rural","","0","jmdict","1470730","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"並行","へいこう","","N4","n|vs|vi|adj-no","TODO_VI","going side-by-side | going abreast | running concurrently | occurring at the same time | keeping pace with","","0","jmdict","1508480","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"余計","よけい","","N4","adj-na|adv","TODO_VI","extra | more | too much | too many | excessive | superfluous | spare | surplus | unnecessary | needless | uncalled-for | unwanted | uninvited | all the more | even more","","0","jmdict","1544090","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"容積","ようせき","","N4","n","TODO_VI","capacity | volume","","0","jmdict","1545420","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"立ち向かう","たちむかう","","N4","v5u|vi","TODO_VI","to fight against | to oppose | to face","","0","jmdict","1551330","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"立ち上がる","たちあがる","","N4","v5r|vi","TODO_VI","to stand up | to get up | to rise (to one's feet) | to recover | to regain one's energy | to rise | to (stand up and) take action | to rise up (against) | to start (doing) | to rise (from a crouch) and make the initial charge | to start up | to boot up | to be established | to be set up | to be formed | to be created | to rise (of steam, smoke, etc.)","","0","jmdict","1551370","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"立ち直る","たちなおる","","N4","v5r|vi","TODO_VI","to regain one's footing | to get back on one's feet | to recover | (of the market) to improve","","0","jmdict","1551440","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"連続","れんぞく","","N4","n|vs|vt|vi|adj-na","TODO_VI","continuation | succession | series | sequence | continuous","","0","jmdict","1559610","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"絆創膏","ばんそうこう","","N4","n","TODO_VI","adhesive bandage | sticking plaster | band-aid","","0","jmdict","1570430","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"牧場","ぼくじょう","","N4","n","TODO_VI","farm (livestock) | stock farm | ranch | station | pasture | meadow | grazing land","","0","jmdict","1584250","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"芽吹く","めぶく","","N4","v5k|vi","TODO_VI","to bud","","0","jmdict","1641200","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"血圧計","けつあつけい","","N4","n","TODO_VI","sphygmomanometer (instrument used to measure blood pressure)","","0","jmdict","1669820","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"空気清浄機","くうきせいじょうき","","N4","n","TODO_VI","air purifier","","0","jmdict","1675600","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"山村","さんそん","","N4","n","TODO_VI","mountain village","","0","jmdict","1755230","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
