word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"震動","しんどう","","N2","n|vs|vi","chấn động | rung chuyển | rung động","shock | tremor | vibration","","0","jmdict","1366390","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"揺動","ようどう","","N2","n|vs|vt|vi","lắc lư | đung đưa | dao động","shaking | swinging","","0","jmdict","1855110","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"旋回","せんかい","","N2","n|vs|vi","quay | xoay | lượn vòng | vòng (máy bay)","revolution | rotation | circling | turning","","0","jmdict","1391650","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"循環","じゅんかん","","N2","n|vs|vi","tuần hoàn | luân chuyển | chu trình | vòng lặp","circulation | rotation | cycle | loop","","0","jmdict","1341340","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"還流","かんりゅう","","N2","n|vs|vi","dòng hồi lưu | dòng chảy ngược","return current | reflux | back flow","","0","jmdict","1215150","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"逆流","ぎゃくりゅう","","N2","n|vs|vi","chảy ngược | trào ngược | dòng nghịch lưu","backward flow | countercurrent | regurgitation","","0","jmdict","1227270","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"渦","うず","","N2","n","xoáy nước | vòng xoáy | cơn lốc","whirlpool | swirl | eddy | vortex","","0","jmdict","1172310","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"気流","きりゅう","","N2","n","luồng khí | dòng khí | luồng không khí","atmospheric current | air current | airflow","","0","jmdict","1222680","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"対流","たいりゅう","","N2","n|adj-no","đối lưu","convection","","0","jmdict","1713920","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"噴射","ふんしゃ","","N2","n|vs|vt","phun | tia phun | phun đẩy | phản lực","jet | spray | jet propulsion","","0","jmdict","1504590","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"放射","ほうしゃ","","N2","n|vs|vt","bức xạ | phát xạ | tỏa ra","radiation | emission","","0","jmdict","1516600","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"回折","かいせつ","","N2","n|vs|vi","nhiễu xạ","diffraction","","0","jmdict","1199540","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"散乱","さんらん","","N2","n|adj-f|vs|vi","tán xạ | rải rác | vương vãi | phân tán","dispersion | scattering | diffusion","","0","jmdict","1303640","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"収束","しゅうそく","","N2","n|vs|vt|vi","kết thúc | lắng xuống | hội tụ | gom lại","conclusion | settling | convergence","","0","jmdict","1330750","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"集束","しゅうそく","","N2","n|vs|vt|vi","hội tụ (ánh sáng) | tụ chùm | bó lại","focusing (of light) | convergence","","0","jmdict","1952350","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"共振","きょうしん","","N2","n|vs|vi","cộng hưởng | rung đồng pha","resonance | sympathetic vibration","","0","jmdict","1234630","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"増幅","ぞうふく","","N2","n|vs|vt|vi","khuếch đại | phóng đại | làm tăng","amplification | magnification","","0","jmdict","1403360","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"減衰","げんすい","","N2","n|vs|vi","suy giảm | tắt dần | giảm chấn","attenuation | damping | decay","","0","jmdict","1263230","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"振幅","しんぷく","","N2","n","biên độ (dao động) | mức biến động | độ dao động","amplitude (of vibration) | fluctuation | swing","","0","jmdict","1361440","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"波動","はどう","","N2","n|adj-no","chuyển động sóng | làn sóng | sự dao động","wave motion | undulation | surge","","0","jmdict","1471080","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"脈動","みゃくどう","","N2","n|vs|vi","sự đập (mạch) | chuyển động nhịp nhàng","pulsation | pulsatory motion","","0","jmdict","1528460","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"拍動","はくどう","","N2","n|vs|vi|adj-no","nhịp đập | sự đập (tim)","pulsation | pulsebeat","","0","jmdict","1625910","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"伸縮","しんしゅく","","N2","n|vs|vt|vi","co giãn | đàn hồi | linh hoạt","expansion and contraction | elasticity","","0","jmdict","1358960","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"弛緩","しかん","","N2","n|vs|vi","thư giãn | giãn ra | nhão ra (cơ)","relaxation (of muscles) | becoming flaccid","","0","jmdict","1581650","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"緊縮","きんしゅく","","N2","n|vs|vt|vi","thắt chặt | co lại | thắt lưng buộc bụng | khắc khổ","tightening | contraction | austerity","","0","jmdict","1241870","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"希釈","きしゃく","","N2","n|vs|vt","pha loãng | làm loãng","dilution","","0","jmdict","1219870","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"濃縮","のうしゅく","","N2","n|vs|vt|adj-no","cô đặc | làm đậm đặc | làm giàu (chất)","concentration | enrichment | condensation","","0","jmdict","1469930","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"飽和","ほうわ","","N2","n|vs|vi","bão hòa | no | đầy ắp","saturation | satiation","","0","jmdict","1518350","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"沈殿","ちんでん","","N2","n|vs|vi","lắng cặn | kết tủa | lắng đọng","precipitation | deposition | settlement","","0","jmdict","1431790","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"沈降","ちんこう","","N2","n|vs|vi","lắng xuống | kết lắng | sụt lún | chìm xuống","sedimentation | precipitation | subsidence","","0","jmdict","1431700","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"潜航","せんこう","","N2","n|vs|vi","lặn (tàu ngầm) | đi ngầm dưới nước","submarine voyage | underwater navigation","","0","jmdict","1391300","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"浮遊","ふゆう","","N2","n|vs|vt|vi","trôi nổi | lơ lửng | lang thang | huyền phù","floating | drifting | suspension | wandering","","0","jmdict","1625100","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"滞留","たいりゅう","","N2","n|vs|vi","ứ đọng | đình trệ | dồn ứ | lưu lại","stagnation | accumulation | sojourn","","0","jmdict","1661070","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"透過","とうか","","N2","adj-na|n|vs|vi","thấm qua | xuyên qua | truyền qua","penetration | permeation | transmission","","0","jmdict","1450540","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"通気","つうき","","N2","n","thông gió | thông khí | thoáng khí","ventilation | airflow","","0","jmdict","1433110","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"通風","つうふう","","N2","n|vs|vi|adj-no","thông gió | lưu thông không khí","ventilation | draft | airing","","0","jmdict","1433510","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"吸気","きゅうき","","N2","n","hít vào | khí hít vào | khí nạp","inhalation | intake (of air)","","0","jmdict","1228280","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"吸引","きゅういん","","N2","n|vs|vt","hút | hấp thụ | thu hút | lực hút","absorption | suction | attraction","","0","jmdict","1228270","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"吸収","きゅうしゅう","","N2","n|vs|vt","hấp thu | hấp thụ | thu hút","absorption | suction | attraction","","0","jmdict","1228330","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"吸着","きゅうちゃく","","N2","n|vs|vi","hấp phụ | bám hút | dính chặt","adsorption | adhesion (by suction)","","0","jmdict","1228360","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"付着","ふちゃく","","N2","n|vs|vi","dính vào | bám vào | kết dính","sticking to | adhesion | cohesion","","0","jmdict","1496400","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"癒着","ゆちゃく","","N2","n|vs|vi","dính liền (vết thương) | cấu kết | quan hệ mờ ám","adhesion | collusion | cozy relationship","","0","jmdict","1538760","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"粘着","ねんちゃく","","N2","n|vs|vi","kết dính | bám dính","cohesion | adhesion","","0","jmdict","1469730","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"接着","せっちゃく","","N2","n|vs|vt|vi","dán | gắn kết | kết dính","adhesion | gluing | bonding","","0","jmdict","1385570","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"凝着","ぎょうちゃく","","N2","n|vs|vi","bám dính | kết dính","adhesion","","0","jmdict","1239220","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"剥離","はくり","","N2","n|vs|vt|vi","bong tróc | tách rời | bóc ra","detachment | peeling off | exfoliation","","0","jmdict","1474520","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"剥落","はくらく","","N2","n|vs|vi","bong ra | rơi rụng (sơn, gạch) | tróc ra","peeling off | falling off | exfoliation","","0","jmdict","1474510","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"脱落","だつらく","","N2","n|vs|vi","rơi rụng | bị loại | tụt lại | thiếu sót | bỏ cuộc","dropping out | falling behind | omission","","0","jmdict","1416640","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"欠落","けつらく","","N2","n|vs|vi","thiếu | khuyết | thiếu sót | mất","lack | absence | omission","","0","jmdict","1254110","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"崩落","ほうらく","","N2","n|vs|vi","sụp đổ | sạt lở | lao dốc (thị trường)","collapse | cave-in | market decline","","0","jmdict","1627430","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"崩壊","ほうかい","","N2","n|vs|vi","sụp đổ | đổ vỡ | tan rã | phân rã (hạt nhân)","collapse | breaking down | (radioactive) decay","","0","jmdict","1516280","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"倒壊","とうかい","","N2","n|vs|vi","đổ sập | sụp đổ | đổ nát","destruction | collapse | crumbling","","0","jmdict","1896720","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"亀裂","きれつ","","N2","n","vết nứt | kẽ nứt | rạn nứt | rạn (quan hệ)","crack | crevice | fissure | rift","","0","jmdict","1224320","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"破裂","はれつ","","N2","n|vs|vi","vỡ | nổ | bục | đổ vỡ (đàm phán)","bursting | rupture | explosion | breakdown","","0","jmdict","1471470","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"炸裂","さくれつ","","N2","n|vs|vi","nổ tung | nổ dữ dội | bùng nổ","violent explosion | bursting","","0","jmdict","1568980","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"爆発","ばくはつ","","N2","n|vs|vi","nổ | bùng nổ | phun trào | bộc phát (cảm xúc)","explosion | detonation | outburst (of emotion)","","0","jmdict","1475910","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"発光","はっこう","","N2","n|vs|vi","phát sáng | phát quang | tỏa sáng","emission of light | luminescence","","0","jmdict","1477360","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"明滅","めいめつ","","N2","n|vs|vi","nhấp nháy | chớp tắt | lập lòe","flickering | blinking","","0","jmdict","1618330","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"放熱","ほうねつ","","N2","n|vs|vi","tỏa nhiệt | thoát nhiệt | tản nhiệt","radiant heat | heat dissipation","","0","jmdict","1516850","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"吸熱","きゅうねつ","","N2","n|vs|adj-no","thu nhiệt | hấp thụ nhiệt","absorption of heat","","0","jmdict","2843620","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"凍結","とうけつ","","N2","n|vs|vi|vt","đông cứng | đóng băng | phong tỏa (tài sản, giá)","freezing | freezing (assets) | suspension","","0","jmdict","1446300","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"融解","ゆうかい","","N2","n|vs|vt|vi","nóng chảy | tan chảy | hợp nhất","melting | fusion | liquefaction","","0","jmdict","1542580","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"昇華","しょうか","","N2","n|vs|vi|vt","thăng hoa | nâng lên tầm cao | hóa hơi (rắn)","sublimation | sublimation (of an impulse)","","0","jmdict","1706840","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"液状","えきじょう","","N2","n|adj-no","thể lỏng | trạng thái lỏng","liquid state","","0","jmdict","1175010","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"固形","こけい","","N2","n|adj-no","thể rắn | dạng rắn | dạng đặc","solid (body)","","0","jmdict","1266590","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"結露","けつろ","","N2","n|vs|vi","ngưng tụ hơi nước | đọng sương","condensation | formation of dew","","0","jmdict","1628420","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"霞","かすみ","","N2","n","sương mù (mùa xuân) | màn sương | mờ mắt","haze (esp. in spring) | mist | dimness (of sight)","","0","jmdict","1196510","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"陽炎","かげろう","","N2","n","ảo ảnh do nắng | hơi nóng lung linh","heat shimmer | heat haze","","0","jmdict","1546970","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"蜃気楼","しんきろう","","N2","n","ảo ảnh | ảo cảnh | hải thị","mirage","","0","jmdict","1571970","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"雷鳴","らいめい","","N2","n","tiếng sấm | sấm rền","thunder | thunderclap","","0","jmdict","1548470","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
"落雷","らくらい","","N2","n|vs|vi","sét đánh | tia sét","lightning strike | lightning bolt","","0","jmdict","1548860","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","","","","","ai_draft","jmdict_ai"
