word,reading,romaji,jlpt_level,pos,meaning_vi,meaning_en,tags,frequency,source,source_id,license,attribution,example_jp,example_reading,example_vi,example_en,review_status,meaning_source
"終点","しゅうてん","","N4","n","điểm cuối | trạm cuối (xe lửa)","terminus | last stop (e.g. train)","","0","jmdict","1332950","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","終点で降りる。","しゅうてんでおりる。","Xuống ở điểm cuối.","Get off at the terminus.","ai_draft","jmdict_ai"
"設定","せってい","","N4","n|vs|vt","thiết lập | tạo lập | đặt vấn đề | bối cảnh (phim/tiểu thuyết) | cảnh | cài đặt tuỳ chọn | cài đặt tùy thích | cấu hình | thiết lập hệ thống","establishment | creation | posing (a problem) | setting (movie, novel, etc.) | scene | options setting | preference settings | configuration | setup","","0","jmdict","1386060","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","設定を変える。","せっていをかえる。","Thay đổi cài đặt.","Change the settings.","ai_draft","jmdict_ai"
"地味","じみ","","N4","adj-na|n|adv","giản dị | đơn giản | kín đáo | điềm tĩnh | dè dặt (hành vi/thái độ) | khiêm tốn | yên tĩnh | không nổi bật | khá | một chút","plain | simple | subdued | sober | reserved (behaviour, attitude, etc.) | modest | quiet | unobtrusive | quite | a (little) bit","","0","jmdict","1421490","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","地味な服を着る。","じみなふくをきる。","Mặc quần áo giản dị.","Wear plain clothes.","ai_draft","jmdict_ai"
"着替える","きがえる","","N4","v1|vt|vi","thay quần áo | thay đồ","to change (one's clothes)","","0","jmdict","1423170","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","着替えてから出かける。","きがえてからでかける。","Thay đồ xong rồi đi ra ngoài.","Change clothes before going out.","ai_draft","jmdict_ai"
"抜け道","ぬけみち","","N4","n","đường nhỏ | đường vòng | đường phụ | lối đi bí mật | đường tắt | lối thoát | kẽ hở | cách thoát khỏi rắc rối | cái cớ","byway | bypath | byroad | secret path | shortcut | way of escape | loophole | way out (of trouble) | excuse","","0","jmdict","1599990","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","抜け道を探す。","ぬけみちをさがす。","Tìm đường tắt.","Look for a shortcut.","ai_draft","jmdict_ai"
"満足","まんぞく","","N4","n|adj-na|vs|vt|vi","sự thỏa mãn | sự hài lòng | sự thích thú | đủ | thỏa đáng | vừa đủ | thích hợp | đúng mực | tử tế | thỏa mãn (phương trình)","satisfaction | contentment | gratification | sufficient | satisfactory | enough | adequate | proper | decent | satisfying (an equation)","","0","jmdict","1526860","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","満足できる結果。","まんぞくできるけっか。","Kết quả thỏa đáng.","A satisfactory result.","ai_draft","jmdict_ai"
"遠慮","えんりょ","","N4","n|vs|vt|vi","e ngại | ràng buộc | kiềm chế | khiêm tốn | rụt rè | do dự | tự kiềm mình | sự khéo léo | lịch tế | chu đáo | từ chối | tránh né | thận trọng | nhìn xa trông rộng","reserve | constraint | restraint | modesty | diffidence | hesitation | holding back | discretion | tact | thoughtfulness | declining | refraining | forethought | foresight","","0","jmdict","1178450","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","遠慮なく言ってください。","えんりょなくいってください。","Xin cứ tự nhiên nói.","Please speak without hesitation.","ai_draft","jmdict_ai"
"乗り越える","のりこえる","","N4","v1|vi","trèo qua | vượt qua | leo qua (núi) | khắc phục (khó khăn/trở ngại) | vượt qua | vượt qua (bệnh tật/khủng hoảng) | vượt qua (nỗi đau) | vượt trội hơn (người tiền nhiệm) | đuổi kịp","to climb over | to get over | to cross (a mountain) | to overcome (a difficulty, obstacle, etc.) | to surmount | to get through (an illness, crisis, etc.) | to get over (e.g. one's pain) | to surpass (a predecessor) | to overtake","","0","jmdict","1354770","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","困難を乗り越える。","こんなんをのりこえる。","Vượt qua khó khăn.","Overcome difficulties.","ai_draft","jmdict_ai"
"そっと","そっと","","N4","adv|vs","nhẹ nhàng | khẽ khàng | lặng lẽ | nhẹ nhàng | lén lút | bí mật | trong bí mật | để mặc | để nguyên","softly | gently | quietly | lightly | stealthily | secretly | in secret | to leave alone | to leave as it is","","0","jmdict","1006810","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","そっとドアを閉める。","そっとどあをしめる。","Nhẹ nhàng đóng cửa.","Gently close the door.","ai_draft","jmdict_ai"
"ふらふら","ふらふら","","N4","adv|adv-to|vs|adj-na","loạng choạng (chân đứng) | run rẩy | chao đảo | lảo đảo | ngã đổ | chóng mặt | ngây ngất | dao động | không vững | không quyết đoán | lang thang vô định | vô thức | theo ý thích | không suy nghĩ","unsteadily (e.g. on one's feet) | shakily | staggering | tottering | reeling | dizzily | giddily | wavering (in one's mind) | unsteadily | indecisively | aimlessly | unconsciously | whimsically | without thinking","","0","jmdict","1011060","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","疲れてふらふらする。","つかれてふらふらする。","Mệt mỏi đến mức loạng choạng.","Staggering from exhaustion.","ai_draft","jmdict_ai"
"訴える","うったえる","","N4","v1|vt","nêu lên | thu hút sự chú ý | kêu gọi (lý trí/cảm xúc) | tác động vào cảm xúc | đánh vào tình cảm | kêu ca | kiện (ai đó) | đưa ra tòa án | viện đến (vũ lực)","to raise | to bring to (someone's attention) | to appeal to (reason, emotions, etc.) | to work on (one's emotions) | to play on (one's sympathies) | to complain | to sue (a person) | to take someone to court | to resort to (e.g. arms, violence)","","0","jmdict","1397720","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","裁判所に訴える。","さいばんしょにうったえる。","Đưa ra tòa án.","Take to court.","ai_draft","jmdict_ai"
"地盤","じばん","","N4","n","nền đất | vỏ trái đất | tầng đất (sỏi/sông) | móng (tòa nhà) | nền tảng | khu vực bầu cử | cơ sở quyền lực | sự ủng hộ (bầu cử) | chỗ đứng | điểm tựa","ground | crust (earth) | bed (gravel, river, etc.) | foundation (building, etc.) | base | constituency | power base | support (electoral) | footing | foothold","","0","jmdict","1421420","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","地盤が固い。","じばんがかたい。","Nền đất vững chắc.","The ground is solid.","ai_draft","jmdict_ai"
"抑える","おさえる","","N4","v1|vt","giữ trong giới hạn (chi tiêu) | kiềm chế (cảm xúc) | kiểm soát | hạn chế | kìm giữ | ngăn chặn (kẻ thù) | kiểm tra | hạn chế | chứa đựng | dập tắt | chế phục | đè bẹp | kìm nén","to keep within limits (e.g. spending) | to restrain (e.g. emotions) | to control | to curb | to hold in check | to hold back (e.g. an enemy) | to check | to curb | to contain | to quell | to subdue | to suppress | to repress","","0","jmdict","2836285","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","感情を抑える。","かんじょうをおさえる。","Kiềm chế cảm xúc.","Restrain one's emotions.","ai_draft","jmdict_ai"
"捉える","とらえる","","N4","v1|vt","bắt | nắm bắt | chộp lấy | bắt giữ | tóm lấy | nắm chặt | nắm vững (ý nghĩa) | cảm nhận | ghi lại (đặc điểm) | cuốn hút | làm xúc động","to catch | to capture | to seize | to arrest | to grab | to catch hold of | to grasp (e.g. meaning) | to perceive | to capture (e.g. features) | to captivate | to move (one's heart)","","0","jmdict","1598960","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","チャンスを捉える。","ちゃんすをとらえる。","Nắm bắt cơ hội.","Seize the opportunity.","ai_draft","jmdict_ai"
"不器用","ぶきよう","","N4","adj-na|n","vụng về | lóng ngóng | kém khéo léo | thiếu năng lực | không khéo | cẩu thả | ngượng ngùng (giao tiếp) | thiếu thanh lịch | thiếu lịch lãm","clumsy | awkward | unskillful | incompetent | inept | bungling | (socially) awkward | gawky | gauche","","0","jmdict","1491790","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","手先が不器用だ。","てさきがぶきようだ。","Khéo tay thì ít mà vụng thì nhiều.","One is clumsy with one's hands.","ai_draft","jmdict_ai"
"不器用","ぶきっちょ","","N4","adj-na|n","vụng về | lóng ngóng | kém khéo léo | thiếu năng lực | không khéo | cẩu thả | ngượng ngùng (giao tiếp) | thiếu thanh lịch | thiếu lịch lãm","clumsy | awkward | unskillful | incompetent | inept | bungling | (socially) awkward | gawky | gauche","","0","jmdict","1632530","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","ぶきっちょな人。","ぶきっちょなひと。","Người vụng về.","A clumsy person.","ai_draft","jmdict_ai"
"器用","きよう","","N4","adj-na|n","khéo léo | lành nghề | khéo tay | tài tình | linh hoạt | nhanh nhẹn | khéo xử | thuận tiện | thông minh | lanh lợi | sáng tạo","skillful | skilful | adroit | dexterous | dextrous | deft | nimble | handy | clever | shrewd | ingenious","","0","jmdict","1218960","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","手先が器用だ。","てさきがきようだ。","Khéo léo với đôi tay.","Dexterous with one's hands.","ai_draft","jmdict_ai"
"畳む","たたむ","","N4","v5m|vt","gấp (quần áo, ô dù) | đóng cửa (cửa hàng/kinh doanh) | dọn đi","to fold (clothes, umbrella) | to close (a shop, business) | to vacate","","0","jmdict","1356780","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","洗濯物を畳む。","せんたくものをたたむ。","Gấp quần áo vừa giặt.","Fold the laundry.","ai_draft","jmdict_ai"
"賑やか","にぎやか","","N4","adj-na","nhộn nhịp | bận rộn | đông đúc | sôi động | thịnh vượng | phồn thịnh | sôi nổi (tiệc tùng/giọng nói) | ồn ào | náo nhiệt | vui vẻ | vui tươi","bustling | busy | crowded | lively | prosperous | thriving | lively (party, voices, etc.) | loud | noisy | merry | cheerful","","0","jmdict","1463480","CC BY-SA 3.0 — verify at edrdg.org before production use","JMdict/EDRDG","賑やかな街。","にぎやかなまち。","Khu phố nhộn nhịp.","A bustling street.","ai_draft","jmdict_ai"
